Dune Field,Latitude,Longitude,Large Type,Large Wavelength (m),Large Width (m),Large Height (m),Small Type,Small Wavelength (m),Small Width (m),Small Height (m),Mean Resultant Flux Magnitude (m^2/yr),Mean of Flux Magnitudes (m^2/yr)
Rub Al Khali,17.56439781188965,45.84365463256836,l,1198.2052359537831,21456.85150042494,42.07876828212228,l,1198.2052359537831,21456.85150042494,42.07876828212228,2.220621289898168,4.602203247092242
Ergs Iguidi \& Chech,24.59015655517578,356.905517578125,l,2655.8292984673335,44894.781348337,42.02759831663936,b,567.6381796555659,1631.9191674612264,21.150252399607467,9.588842636660303,16.768981471898424
Rub Al Khali,21.217792510986328,52.5936393737793,l,671.9089982585385,4774.235610426022,19.717493366085673,b,335.7143311032186,610.0609992196032,11.155052475276845,3.1914121580857917,6.588676154548228
Central Takla Makan,40.04682540893555,85.49982452392578,b,1469.3520643517882,6390.127838792608,93.87983000599962,b,1469.3520643517882,6390.127838792608,93.87983000599962,9.565148324022218,13.423533665050456
El Djouf,20.37470054626465,353.811767578125,b,921.7033471089741,2275.734649485385,26.096682396289864,b,921.7033471089741,2275.734649485385,26.096682396289864,7.444866600033667,12.327354820483421
Idehan Ubari,27.962520599365234,11.24997615814209,l,2317.719459678538,27627.296116847512,50.828832379701815,l,2317.719459678538,27627.296116847512,50.828832379701815,5.184317388020183,17.738452300025507
Grand Erg Occidental,31.334884643554688,2.249995231628418,l,1545.8136406573117,10539.210778636587,69.5058697809681,s,1091.6732588272594,3373.250504044148,48.73086379490205,2.8964952477833563,22.697254501399424
Namib Sand Sea,-24.309125900268555,15.187468528747559,l,1241.0739635056975,37892.05126070209,90.8266887321853,l,1139.995110392295,25399.368097716324,89.12102321608793,3.006522096739879,12.055545904572423
El Djouf,20.093669891357422,354.936767578125,n,829.7355461530881,2279.9083728382748,24.15222370793885,n,829.7355461530881,2279.9083728382748,24.15222370793885,6.227106632182698,11.516141042606883
Munga-Thirri,-25.99530792236328,137.2497100830078,l,783.9851295834566,8301.798793074715,22.37833157119758,l,783.9851295834566,8301.798793074715,22.37833157119758,4.01535977782474,6.863365407197925
El Djouf,20.093669891357422,353.811767578125,b,1020.579522055658,2072.494086284711,22.804747950221927,b,1020.579522055658,2072.494086284711,22.804747950221927,8.211670200374359,13.327865481229798
El Djouf,21.217792510986328,350.436767578125,l,1303.7168316099246,44419.46616084858,30.753149255235694,l,1303.7168316099246,44419.46616084858,30.753149255235694,7.467623285305767,11.65160329952783
El Djouf,20.655731201171875,349.311767578125,l,1231.8591863116574,44434.87347028076,31.469528771996597,b,311.19926287776934,696.0966928337228,15.606839472290996,11.900599366336992,16.613207447457047
Central Grand Sand Sea,26.276338577270508,26.999942779541016,l,1802.2344369217576,35722.4923213455,46.24059214139988,s,176.17715849796215,392.4768502988795,10.31927637238913,3.859656614031999,6.341111915358902
Trarza Reion Desert,18.407487869262695,344.811767578125,l,1569.4323631963048,15347.59955122973,31.537755392640495,b,790.5119754855634,3572.617025306938,22.87297457086582,8.984213509304729,19.348387006550922
Rub Al Khali,21.77985191345215,52.03114318847656,l,1118.9285851695824,11744.57997229535,16.033255851315342,b,492.5127236218943,3554.1440669947046,12.246678405579164,4.717733093717258,7.918809496463895
Ergs Iguidi \& Chech,27.681489944458008,356.624267578125,l,2074.4871601441887,14804.113162104286,44.77371979755613,s,1077.683174913008,2179.0453899743075,35.22199290741082,0.40660787087755246,21.370798798087783
Central Grand Sand Sea,25.433246612548828,25.87494659423828,l,1159.3778285615556,11915.444663687807,44.70549317691224,n,667.6131638274384,1414.8348680700226,33.65278063260124,1.7775863340596043,4.276821005843679
Grand Erg Occidental,30.491792678833008,0.0,b,1678.209625924466,5963.70592234925,23.981657156329113,b,1678.209625924466,5963.70592234925,23.981657156329113,5.876273707657775,23.814752795844413
Rub Al Khali,21.77985191345215,50.90614318847656,b,1681.2561411825016,11689.294801148913,18.062997815471217,b,1681.2561411825016,11689.294801148913,18.062997815471217,4.8388175935308935,7.5324691726007496
Rub Al Khali,18.96954917907715,49.78114700317383,l,1399.0110947057124,40913.52406102876,60.994598855642195,l,1399.0110947057124,40913.52406102876,60.994598855642195,0.8382966125448368,4.927058867108747
Grand Erg Oriental,31.896944046020508,8.999980926513672,b,1622.0380623728624,3324.1640271912893,54.785976377047746,b,1622.0380623728624,3324.1640271912893,54.785976377047746,8.09308961301997,25.208573136759103
Rub Al Khali,18.12645721435547,48.93739700317383,l,1573.697994579341,28787.780850748004,51.511098586140776,l,1573.697994579341,28787.780850748004,51.511098586140776,1.0419483755415573,4.918574972260236
Rub Al Khali,19.250579833984375,52.5936393737793,s,1451.9747498862432,3524.821691039463,100.2590190362038,s,1451.9747498862432,3524.821691039463,100.2590190362038,0.3758804962343674,2.8494838365146373
Grand Erg Oriental,32.74003601074219,8.999980926513672,b,737.174248559408,1117.9304315478944,40.680122558922434,b,160.76808021995055,257.31174909708466,7.06145523664314,7.168582916961146,27.08931041684113
Central Takla Makan,40.04682540893555,85.78107452392578,t,1842.0727604368478,16777.67113001241,102.95397055163765,b,1244.9588921072489,3122.3837929750493,85.96554201130779,10.77230396603305,14.632433573334243
Rub Al Khali,20.093669891357422,54.28113555908203,s,1427.6540812173928,2027.0439989348258,20.809119296387994,s,1427.6540812173928,2027.0439989348258,20.809119296387994,1.75173710510316,5.407070435120607
Namib Sand Sea,-24.309125900268555,14.906218528747559,l,1242.370740657865,29875.301704794132,49.532526587467814,l,809.8233643213582,3524.8038233171897,43.375074074356284,5.3396708385460805,12.109104489875499
Rub Al Khali,19.250579833984375,47.812400817871094,l,1250.388936425508,41251.54025240612,33.379874150025664,l,633.3661160400995,7499.600230128122,16.93725857484695,1.9554336179434555,4.697843960848632
Central Takla Makan,40.04682540893555,83.53107452392578,b,1349.6049732516767,4716.395802050581,34.846746493869404,b,1349.6049732516767,4716.395802050581,34.846746493869404,5.872395412045574,9.518290838533122
Grand Erg Oriental,32.177974700927734,8.156232833862305,s,1543.5500548293664,2747.0894125837,74.16233663991395,s,1543.5500548293664,2747.0894125837,74.16233663991395,4.271811339294002,22.062422656177528
Munga-Thirri,-25.99530792236328,136.4059600830078,l,478.3793183675882,3478.1899663407003,18.062997815471217,l,375.44293387683933,2394.081986570183,17.39778826419324,6.1463459178741,11.091959700212719
Rub Al Khali,19.250579833984375,50.62489318847656,b,968.056277703291,3914.9134657047093,31.554812047801466,b,524.6280055923148,1046.5292709808969,15.333932989715413,0.5571135868970974,4.851923216325011
El Djouf,19.5316104888916,351.561767578125,b,852.8852636827529,2745.3069875299793,21.491385502826944,b,852.8852636827529,2745.3069875299793,21.491385502826944,8.665372999808437,14.035945917820559
El Djouf,18.12645721435547,355.218017578125,b,534.6080823437106,862.7911805704024,25.67026601726552,b,534.6080823437106,862.7911805704024,25.67026601726552,6.618707943494082,14.525289602665389
Badain Jaran Desert,40.608882904052734,102.37478637695312,s,1947.7892894316574,5127.990735795496,43.153337557263626,s,1947.7892894316574,5127.990735795496,43.153337557263626,7.485833408662511,27.196958228688747
An Nafud \& Ad Dahna,29.367671966552734,40.218666076660156,b,1734.3614343283255,2462.9656256388375,47.19576483041441,b,1734.3614343283255,2462.9656256388375,47.19576483041441,2.260594228308894,7.113257901834325
Grand Erg Oriental,30.772823333740234,8.999980926513672,s,1509.7924062914292,2891.728539204826,94.23801976438006,s,1509.7924062914292,2891.728539204826,94.23801976438006,3.571543744340864,19.502112166198874
Central Takla Makan,39.76579284667969,86.90606689453125,b,1625.2071017732599,5451.161803790133,91.61129486959008,b,1625.2071017732599,5451.161803790133,91.61129486959008,21.798597669656253,25.214844351430934
Southwest Takla Makan,38.64167404174805,79.31233215332031,b,1163.1986699746901,3907.8992735721536,32.322361530045285,b,1163.1986699746901,3907.8992735721536,32.322361530045285,3.4841689211012694,7.414105355682485
Central Takla Makan,39.76579284667969,84.93732452392578,b,1434.213599331883,4946.501432217173,52.38098799935043,b,1434.213599331883,4946.501432217173,52.38098799935043,9.221778384540455,13.4324312858669
Central Grand Sand Sea,26.838397979736328,25.87494659423828,l,935.3502417191334,5309.609444459645,42.38578807501981,s,404.700262737495,610.813579215757,25.124453052114358,1.7475133904770017,4.447308934708997
Badain Jaran Desert,40.04682540893555,102.65603637695312,s,2477.9696207649044,13840.615690751983,151.88951420847138,s,1823.078298969879,4362.384998788424,129.1359362237324,3.9117861316313842,25.748114679044416
El Djouf,20.9367618560791,350.436767578125,l,1293.529761103881,44428.191017544064,28.22876429141158,l,983.4092135944176,33471.3631363098,29.030427083977354,8.022379270175787,12.304576107191446
Thar Desert,26.838397979736328,69.7498550415039,b,1956.605192281917,6304.3803730346035,27.785291257226262,b,1956.605192281917,6304.3803730346035,27.785291257226262,21.59285416396723,24.10651435843566
Ergs Iguidi \& Chech,26.557369232177734,357.749267578125,l,1575.9017417627836,46069.240922876306,40.93597238633704,l,960.9471955165462,11984.529236664242,37.83166114703981,6.786449026681833,17.685522176192748
Rub Al Khali,24.871187210083008,50.06239700317383,l,3231.5105242360873,40881.88275689122,27.512384774650684,b,1420.8553981830062,4175.287276461476,18.114167780954137,11.398488615993502,14.838429575272531
Rub Al Khali,19.5316104888916,47.249900817871094,l,999.6591028661131,16071.274115648619,15.896802610027551,l,999.6591028661131,16071.274115648619,15.896802610027551,2.0684858621247004,5.41450979752538
Grand Erg Occidental,30.491792678833008,359.1554870605469,l,1512.0450711834953,15567.773160202161,24.118110397616906,l,1512.0450711834953,15567.773160202161,24.118110397616906,4.723285358431353,23.067644767946586
Grand Erg Oriental,32.45900344848633,7.593734264373779,s,1108.009582597004,1676.391330050176,25.653209362104544,s,1108.009582597004,1676.391330050176,25.653209362104544,4.287505573790892,21.72753175268296
An Nafud \& Ad Dahna,28.80561065673828,39.374916076660156,b,1532.9696846129,2887.7870099137235,60.55112582145687,b,1532.9696846129,2887.7870099137235,60.55112582145687,1.3369415754922922,8.448506035716312
Ergs Iguidi \& Chech,28.80561065673828,358.8742370605469,l,1874.058670605227,15914.893720205131,26.35253222370447,l,1874.058670605227,15914.893720205131,26.35253222370447,6.136472457105969,21.82162409281685
An Nafud \& Ad Dahna,28.80561065673828,41.90616226196289,l,1362.4839667603514,26386.055371119317,26.949515154338552,l,1362.4839667603514,26386.055371119317,26.949515154338552,1.793497081254757,6.5757873343941675
Central Takla Makan,40.32785415649414,82.68732452392578,l,1185.633802502935,8967.34146038587,20.280362986397808,b,551.3534724596897,684.9974452108853,19.78571998672957,5.449522201733921,8.178359393694288
Rub Al Khali,19.812639236450195,50.34364318847656,l,713.89150029001,5078.61800820715,12.77543471556935,b,438.5980936610594,1675.4373346485636,8.528327580486883,1.912424707751341,5.478932123244739
El Djouf,20.9367618560791,349.311767578125,l,1102.155864859931,29261.01927767357,29.337446876874882,b,380.2099931277896,997.83337818929,19.768663331568593,13.23237184604258,17.82507010267233
Munga-Thirri,-26.838397979736328,136.6872100830078,l,335.27833421352796,2759.7053481161224,16.39144560969579,l,249.4244832224506,1239.8623074636932,10.899202647862237,4.123938953464566,7.796238739703278
Aoukar,18.12645721435547,350.436767578125,t,560.0688821754072,2926.4953543712813,25.58498274146065,b,425.41380815032255,634.9468728547179,19.905116572856386,8.812657117883235,16.875645721444947
Rub Al Khali,20.655731201171875,52.03114318847656,l,741.81596539836,15038.136817424484,17.227221712583503,b,261.110078146305,1153.919356357291,8.51127092532591,2.78742991896441,5.853198013859124
Central Grand Sand Sea,27.40045928955078,26.15619468688965,l,943.8793356693967,14464.034372152431,45.14896621109756,l,478.9145959960286,2439.7533334998675,30.85548918620154,2.3151221164128044,5.082053344726334
El Djouf,18.407487869262695,354.655517578125,l,734.7795575026107,3216.7610398945426,25.6190960517826,b,550.3874031011771,727.3361008697246,17.89243126386148,7.073143970182826,14.228078247324069
Central Takla Makan,38.079612731933594,83.24982452392578,l,1134.1667796174295,5350.215153083518,31.62303866844536,l,1134.1667796174295,5350.215153083518,31.62303866844536,5.767160758642838,12.062523300896402
East Erg Issaouane,27.681489944458008,8.156232833862305,l,2546.9931779137587,20596.9631867552,72.06436805511416,b,1455.8022060002493,2844.907954430832,40.816575800210224,6.437795511555699,17.409986711563295
East Erg Issaouane,27.681489944458008,7.593734264373779,b,2357.439102074505,6038.424068950647,93.43635697181429,b,2357.439102074505,6038.424068950647,93.43635697181429,5.7757006526821435,16.907824556728993
Idehan Murzuk,24.028095245361328,12.93747329711914,s,717.1630080098231,2063.3718646275793,34.642066631937716,s,717.1630080098231,2063.3718646275793,34.642066631937716,2.2146682147832815,7.887082242236345
An Nafud \& Ad Dahna,28.524580001831055,40.781166076660156,l,1057.8018888750626,24100.4590519921,25.03916977630949,b,536.2437080855499,1573.3030414262955,15.009856541656916,2.7078932135735716,6.4557136734756355
Trarza Reion Desert,18.12645721435547,345.655517578125,b,1383.3924509425606,2899.74231550479,37.78049118155689,b,1383.3924509425606,2899.74231550479,37.78049118155689,7.434421938153178,17.503308549894555
Grand Erg Oriental,28.80561065673828,6.46873664855957,s,1425.5392935739176,3467.118616164177,23.8622605702023,s,1425.5392935739176,3467.118616164177,23.8622605702023,2.040123461429559,17.374215327874296
Thar Desert,26.276338577270508,69.7498550415039,b,1270.7324691554993,4874.75357261872,25.72143598274844,b,533.9328327234279,743.0830512050269,15.62389612745197,24.4139351169031,26.400645285673477
Central Takla Makan,39.484764099121094,87.18731689453125,b,2052.5286354528016,7496.8941581938325,103.80680330968634,b,2052.5286354528016,7496.8941581938325,103.80680330968634,27.522153059949087,32.012849095714216
Grand Erg Oriental,30.491792678833008,7.3124847412109375,s,1713.0218829257938,2493.0387256632625,40.816575800210224,s,1713.0218829257938,2493.0387256632625,40.816575800210224,1.3697110457085937,17.55544003185885
Trarza Reion Desert,18.12645721435547,344.530517578125,l,876.5332935736197,7858.819422530733,26.77894860272881,l,440.7823153383227,938.6710592685926,19.188737056095487,8.953767423790655,18.694054095705273
Central Takla Makan,38.64167404174805,84.37482452392578,n,1697.9681967933216,3445.6257321250396,48.47501396748745,n,1697.9681967933216,3445.6257321250396,48.47501396748745,9.082095494597842,14.78123556146418
Central Takla Makan,39.203731536865234,82.96857452392578,l,1788.899260621133,30630.157250796048,35.3072761832157,l,1788.899260621133,30630.157250796048,35.3072761832157,6.327233581910316,10.682412532055961
Rub Al Khali,18.96954917907715,46.12490463256836,l,1006.8557568603159,11190.579360083293,30.1049963591187,l,664.3976095638484,4006.8896728855107,22.00308515765616,2.829464576198708,6.900884824976541
Central Grand Sand Sea,26.557369232177734,23.06245231628418,l,1303.6351029268756,10926.788816015971,44.586096590785424,l,659.8871823600165,2373.591941846011,32.8340611848745,0.4607283063355636,7.002106651790234
El Djouf,17.56439781188965,355.499267578125,b,452.8841222777191,912.9518963383978,13.389474301364407,b,452.8841222777191,912.9518963383978,13.389474301364407,6.380758912740318,14.204965873251476
Rub Al Khali,22.3419132232666,53.99988555908203,b,2117.519447586765,3708.6052207139687,119.22601957520664,b,2117.519447586765,3708.6052207139687,119.22601957520664,3.7584948160936524,6.976416781687456
